Row ID,Site ID,Location,Road Name,Enforced Speed Limit,Month End Date,Deployment Hours,1-5 Over Speed Limit,6-10 Over Speed Limit,11-15 Over Speed Limit,16-20 Over Speed Limit,21-50 Over Speed Limit,51+ Over Speed Limit,Total Speeding Tickets,Latitude,Longitude
2020-06-30-2781-60,2781,"(53.515826229379755,-113.57789934038723)",NB 149 St. Between 80 - 84 Ave,60,6/30/2020 0:00,47.75,0,0,16,3,2,0,21,53.515826,-113.577899
2021-01-31-4135-30,4135,"(53.51636706,-113.5656969)",NB 142 St N of 80 - 85 Ave,30,1/31/2021 0:00,5.5,0,2,5,0,0,0,7,53.516367,-113.565697
2020-06-30-2765-50,2765,"(53.531584085818075,-113.59980953745436)",EB 95 Ave between 163 - 160 St,50,6/30/2020 0:00,16.75,0,0,10,5,0,0,15,53.531584,-113.59981
2020-05-31-2728-60,2728,"(53.55893712469385,-113.52415491428576)",WB 111 Ave between 116 - 119 St,60,5/31/2020 0:00,26.4833,0,0,3,0,0,0,3,53.558937,-113.524155
2020-04-30-2731-60,2731,"(53.56409172540536,-113.51591088972978)",WB Kingsway Ave btwn Princess Eliz Ave-Airport Rd,60,4/30/2020 0:00,9.7333,0,0,1,0,1,0,2,53.564092,-113.515911
2020-07-31-2792-60,2792,"(53.54136826140628,-113.63451179421877)",WB Stony Plain Rd Between 180 - 182 St,60,7/31/2020 0:00,44.1333,0,0,52,15,10,0,77,53.541368,-113.634512
2020-11-30-4178-30,4178,"(53.50026948000003,-113.62386994000005)",EB 64 Ave Btwn 177-172 St,30,11/30/2020 0:00,12.95,0,0,1,0,0,0,1,53.500269,-113.62387
2020-08-31-4114-30,4114,"(53.512273470000025,-113.50245064)",EB 76 Ave btwn 106 - 105 St,30,8/31/2020 0:00,3.7833,0,1,6,3,0,0,10,53.512273,-113.502451
2020-05-31-2504-50,2504,"(53.51798629299204,-113.48125394685023)",82 Ave EB between 98 - 97 St,50,5/31/2020 0:00,81.15,0,12,35,4,1,0,52,53.517986,-113.481254
2021-03-31-2765-50,2765,"(53.531584085818075,-113.59980953745436)",EB 95 Ave between 163 - 160 St,50,3/31/2021 0:00,13.9167,0,0,10,5,0,0,15,53.531584,-113.59981
2020-12-31-4236-30,4236,"(53.575895540000005,-113.42457323999999)",NB 54 St Btwn 121 - 122 Ave,30,12/31/2020 0:00,4.5,0,0,3,0,0,0,3,53.575896,-113.424573
2020-04-30-2563-50,2563,"(53.47411068494114,-113.47638953694117)",39 Ave WB between 93 - 97 St,50,4/30/2020 0:00,9.5333,0,1,0,0,0,0,1,53.474111,-113.47639
2020-12-31-2528-50,2528,"(53.48823358781966,-113.53613760037615)",51 Ave EB between 122 - 116 St,50,12/31/2020 0:00,49.6167,0,2,1,0,0,0,3,53.488234,-113.536138
2021-01-31-2563-50,2563,"(53.47411068494114,-113.47638953694117)",39 Ave WB between 93 - 97 St,50,1/31/2021 0:00,5.75,0,1,0,0,0,0,1,53.474111,-113.47639
2021-03-31-7176-50,7176,"(53.52806650000001,-113.64860256000006)",SB 189 St between 95 - 91 Ave,50,3/31/2021 0:00,6,0,0,2,0,0,0,2,53.528067,-113.648603
2020-07-31-2807-60,2807,"(53.48630789000001,-113.43041991)",WB Whitemud Dr between 50 - 75 St,60,7/31/2020 0:00,38.7167,0,22,83,56,25,0,186,53.486308,-113.43042
2021-02-28-4194-30,4194,"(53.531955970000006,-113.44808665000004)",NB 79 St Btwn 94 - 95 Ave,30,2/28/2021 0:00,1.5,0,1,11,4,2,0,18,53.531956,-113.448087
2020-11-30-2494-50,2494,"(53.5474302522143,-113.56574987457111)",142 St SB between 106 - 104 Ave,50,11/30/2020 0:00,49.3333,0,6,16,3,0,0,25,53.54743,-113.56575
2020-12-31-7055-50,7055,"(53.42862232380954,-113.42046166666664)",4 Ave SW btwn 52 -50 St  EB,50,12/31/2020 0:00,22.2667,0,0,4,8,2,0,14,53.428622,-113.420462
2020-10-31-4083-30,4083,"(53.53377601157893,-113.60599160894742)",NB 165 St btwn 95 - 99 Ave,30,10/31/2020 0:00,1.0833,0,2,4,1,1,0,8,53.533776,-113.605992
2020-06-30-4124-30,4124,"(53.48997542999997,-113.64130604)",SB 184 St btwn 57 Ave - N of 52 Ave,30,6/30/2020 0:00,5.8,0,0,5,2,0,0,7,53.489975,-113.641306
2020-09-30-2555-50,2555,"(53.44587675124998,-113.44122936750006)",EB Millwoods Rd S between Knottwood Rd E - 69 St,50,9/30/2020 0:00,16.6,0,0,1,1,1,0,3,53.445877,-113.441229
2020-11-30-2754-50,2754,"(53.60485234567572,-113.39611021405403)",NB 36 St between 139 - 144 Ave,50,11/30/2020 0:00,2.8667,0,0,2,0,0,0,2,53.604852,-113.39611
2021-01-31-2527-50,2527,"(53.481788001538476,-113.57958880102571)",NB Riverbend Rd between 43 - 45 Ave,50,1/31/2021 0:00,25.8333,0,4,2,1,0,0,7,53.481788,-113.579589
2020-07-31-4215-30,4215,"(53.507890364433415,-113.58788156206104)",,30,7/31/2020 0:00,2.5,0,2,1,2,0,0,5,53.50789,-113.587882
2020-12-31-4189-30,4189,"(53.52255779999997,-113.46744055999993)",SB 91 St S of 88 - 86 Ave,30,12/31/2020 0:00,6.0167,0,4,18,5,2,0,29,53.522558,-113.467441
2020-08-31-7171-50,7171,"(53.51762184914696,-113.64280162367558)",84 AVENUE NW,50,8/31/2020 0:00,4.1667,0,0,0,0,0,0,0,53.517622,-113.642802
2021-01-31-4203-30,4203,"(53.50898981,-113.62388929)",EB 76 Ave Btwn 177 - 172 St,30,1/31/2021 0:00,4.5,0,0,1,0,1,0,2,53.50899,-113.623889
2020-06-30-4175-30,4175,"(53.60683182000002,-113.45646824000004)",EB 144 Ave Btwn 76-74 St,30,6/30/2020 0:00,2,0,6,9,2,1,0,18,53.606832,-113.456468
2020-07-31-4111-30,4111,"(53.504024570937446,-113.47644268218741)",NB 96 St btwn 66 - 68 Ave,30,7/31/2020 0:00,16.9167,0,8,12,9,0,0,29,53.504025,-113.476443
2021-03-31-4234-30,4234,"(53.556042530000006,-113.59660720000004)",EB 110 Ave Btwn 161 - 159 St,30,3/31/2021 0:00,6.9167,0,1,3,0,0,0,4,53.556043,-113.596607
2020-11-30-2555-50,2555,"(53.44587675124998,-113.44122936750006)",EB Millwoods Rd S between Knottwood Rd E - 69 St,50,11/30/2020 0:00,15.5333,0,0,1,1,1,0,3,53.445877,-113.441229
2020-12-31-2542-50,2542,"(53.42269106,-113.43630397)",NB Watt Blvd SW between 13 - 11 Ave SW,50,12/31/2020 0:00,4,0,0,1,0,0,0,1,53.422691,-113.436304
2020-11-30-4120-30,4120,"(53.592263730000006,-113.44996868)",WB 132 Ave E of 69 - 72 St,30,11/30/2020 0:00,5.6667,0,4,2,1,0,0,7,53.592264,-113.449969
2021-03-31-2538-50,2538,"(53.52604816440951,-113.60277073228335)",163 St NB between 89 - 93 Ave,50,3/31/2021 0:00,16.1667,0,1,1,0,0,0,2,53.526048,-113.602771
2021-01-31-2679-50,2679,"(53.58444785153849,-113.4025398105127)",Hermitage Rd WB between Homestead Cr - Henry Ave,50,1/31/2021 0:00,42.4167,0,0,16,1,2,0,19,53.584448,-113.40254
2020-09-30-7085-90,7085,"(53.43486922571435,-113.49002362158743)",Gateway Blvd NB - South of Anthony Henday Dr.,90,9/30/2020 0:00,50.0833,0,0,26,61,22,0,109,53.434869,-113.490024
2020-12-31-2748-50,2748,"(53.57833196894728,-113.41837591661616)",SB 50 St between 124 - 122 Ave,50,12/31/2020 0:00,10.6667,0,3,10,2,0,0,15,53.578332,-113.418376
2020-06-30-2749-50,2749,"(53.53155636129039,-113.59557881935467)",WB 95 Ave between 158 - 160 St,50,6/30/2020 0:00,21.4167,0,0,22,2,2,0,26,53.531556,-113.595579
2020-11-30-7044-100,7044,"(53.570047571428695,-113.6895563280003)",EB Yellowhead Tr at 215 St,100,11/30/2020 0:00,71.2667,0,0,132,295,103,0,530,53.570048,-113.689556
2020-09-30-4018-30,4018,"(53.592623109999984,-113.55497981999999)",EB 132 Ave btwn 137 - 135 St,30,9/30/2020 0:00,3,0,2,5,0,1,0,8,53.592623,-113.55498
2021-01-31-2705-70,2705,"(53.62164365,-113.49201642999998)",SB 97 St between 167 - 153 Ave,70,1/31/2021 0:00,15.6667,0,0,0,0,1,0,1,53.621644,-113.492016
2020-09-30-4122-30,4122,"(53.59224182999998,-113.45567119999997)",EB 132 Ave W of 76 - 72 St,30,9/30/2020 0:00,3.3833,0,2,4,8,5,0,19,53.592242,-113.455671
2020-09-30-4128-30,4128,"(53.51626415000004,-113.59034062999997)",SB 156 St Between 84 - North of 81 Ave,30,9/30/2020 0:00,4,0,1,10,7,3,0,21,53.516264,-113.590341
2020-07-31-2620-50,2620,"(53.54496551710141,-113.4186895684061)",50 St SB between Fulton Rd - 101A Ave,50,7/31/2020 0:00,35.1833,0,0,15,2,0,0,17,53.544966,-113.41869
2020-05-31-2494-50,2494,"(53.5474302522143,-113.56574987457111)",142 St SB between 106 - 104 Ave,50,5/31/2020 0:00,65.9167,0,6,16,3,0,0,25,53.54743,-113.56575
2020-06-30-7193-60,7193,"(53.517039829999995,-113.68012017)",NB Lewis Estates Bvd btn Potter Grn - Suder Grn Dr,60,6/30/2020 0:00,7.4,0,0,0,0,0,0,0,53.51704,-113.68012
2020-08-31-4161-30,4161,"(53.6106788,-113.46150904)",WB 149 A Ave Btwn 76-79 St,30,8/31/2020 0:00,5,0,0,1,0,1,0,2,53.610679,-113.461509
2021-03-31-2711-50,2711,"(53.546333539999985,-113.44929001999999)",NB 79 St between 103 - 105 Ave,50,3/31/2021 0:00,3,0,0,1,0,0,0,1,53.546334,-113.44929
2020-10-31-4195-30,4195,"(53.53195596999999,-113.44808665000001)",SB 79 St Btwn 95 - 94 Ave,30,10/31/2020 0:00,4.65,0,0,2,1,0,0,3,53.531956,-113.448087
2020-08-31-2496-50,2496,"(53.49291702099996,-113.64016611199995)",184 St SB between 60 - 57 Ave,50,8/31/2020 0:00,11.5,0,1,1,0,0,0,2,53.492917,-113.640166
2021-02-28-2492-50,2492,"(53.53093185,-113.44807761)",NB 79 St between 93A - 95 Ave,50,2/28/2021 0:00,5.5,0,0,1,0,0,0,1,53.530932,-113.448078
2021-03-31-4177-30,4177,"(53.54563480000001,-113.60263291)",SB 163 St Btwn 104 - 103 Ave,30,3/31/2021 0:00,5.1667,0,3,10,3,0,0,16,53.545635,-113.602633
2021-01-31-7005-100,7005,"(53.57357759453223,-113.66043155546754)",EB Yellowhead Trail @ Anthony Henday Dr,100,1/31/2021 0:00,88.0833,0,0,161,330,128,0,619,53.573578,-113.660432
2020-07-31-4119-30,4119,"(53.476548418888925,-113.50445594888895)",SB 106 St btwn 42 - 40 Ave,30,7/31/2020 0:00,11.6667,0,11,47,18,16,0,92,53.476548,-113.504456
2020-07-31-4003-30,4003,"(53.59681868999999,-113.45765336)",EB Delwood Rd btwn 134B Ave - 73 St,30,7/31/2020 0:00,2,0,0,2,0,1,0,3,53.596819,-113.457653
2021-03-31-2672-50,2672,"(53.60547713,-113.44890637000002)",WB 144 Ave between 69 - 72 St,50,3/31/2021 0:00,9.0333,0,0,0,0,0,0,0,53.605477,-113.448906
2021-02-28-4120-30,4120,"(53.592263730000006,-113.44996868)",WB 132 Ave E of 69 - 72 St,30,2/28/2021 0:00,5.85,0,4,2,1,0,0,7,53.592264,-113.449969
2020-07-31-2472-50,2472,"(53.592061710000046,-113.49899840999984)",WB 132 Ave between 103 - 105 St,50,7/31/2020 0:00,28.8333,0,0,1,0,0,0,1,53.592062,-113.498998
2020-12-31-4054-30,4054,"(53.47654864644072,-113.50445769237295)",SB 106 St btwn 42 - 40 Ave,30,12/31/2020 0:00,3.25,0,11,14,11,6,0,42,53.476549,-113.504458
2020-10-31-4110-30,4110,"(53.54796304999999,-113.43124334999997)",SB 65 St btwn 106 - 104 Ave,30,10/31/2020 0:00,3.7667,0,4,4,5,1,0,14,53.547963,-113.431243
2020-08-31-4122-30,4122,"(53.59224182999998,-113.45567119999997)",EB 132 Ave W of 76 - 72 St,30,8/31/2020 0:00,9.2833,0,2,4,8,5,0,19,53.592242,-113.455671
2021-01-31-2472-50,2472,"(53.592061710000046,-113.49899840999984)",WB 132 Ave between 103 - 105 St,50,1/31/2021 0:00,32.3333,0,0,1,0,0,0,1,53.592062,-113.498998
2020-06-30-2616-50,2616,"(53.59075057368833,-113.51654974778656)",113A St SB between 132 - 130 Ave,50,6/30/2020 0:00,34.4667,0,2,7,0,0,0,9,53.590751,-113.51655
2020-05-31-2757-50,2757,"(53.535710250073144,-113.60276484167895)",SB 163 St between 99 - 96A Ave,50,5/31/2020 0:00,39.5167,0,7,13,3,0,0,23,53.53571,-113.602765
2021-02-28-4188-30,4188,"(53.522557799999966,-113.46744055999993)",NB 91 St Btwn 86 Ave - S of 88 Ave,30,2/28/2021 0:00,22.75,0,20,52,15,3,0,90,53.522558,-113.467441
2020-11-30-4164-30,4164,"(53.473073900488615,-113.57171262152163)",,30,11/30/2020 0:00,5.75,0,3,0,1,0,0,4,53.473074,-113.571713
2020-09-30-4276-30,4276,"(53.46182143414157,-113.440844342113)",,30,9/30/2020 0:00,2.5,0,0,2,0,0,0,2,53.461821,-113.440844
2021-01-31-2728-60,2728,"(53.55893712469385,-113.52415491428576)",WB 111 Ave between 116 - 119 St,60,1/31/2021 0:00,13.8167,0,0,3,0,0,0,3,53.558937,-113.524155
2021-01-31-4192-30,4192,"(53.476391984358976,-113.53520910897439)",WB 40 Ave Btwn 115 A - 119 St,30,1/31/2021 0:00,6.25,0,0,4,1,0,0,5,53.476392,-113.535209
2020-09-30-2753-50,2753,"(53.531594883846154,-113.61092033846155)",EB 95 Ave between 170 - 165 St,50,9/30/2020 0:00,11.2,0,0,2,0,0,0,2,53.531595,-113.61092
2020-07-31-2782-50,2782,"(53.522955960122054,-113.53540619878056)",EB 87 Ave between 120 - 117 St,50,7/31/2020 0:00,23.6,0,0,4,1,1,0,6,53.522956,-113.535406
2020-05-31-2647-50,2647,"(53.60683199999998,-113.42645384000001)",EB 144 Ave between 57 - 54 St,50,5/31/2020 0:00,13.6,0,0,5,1,1,0,7,53.606832,-113.426454
2020-06-30-4170-30,4170,"(53.48787238999995,-113.67022116)",EB Hemmingway Rd Btwn 204 - 201 St,30,6/30/2020 0:00,7.9667,0,10,22,5,3,0,40,53.487872,-113.670221
2021-02-28-4071-30,4071,"(53.46135602,-113.41662593)",NB 48 St btwn 28 - 32 Ave,30,2/28/2021 0:00,3.75,0,0,0,0,0,0,0,53.461356,-113.416626
2020-04-30-7005-100,7005,"(53.57357759453223,-113.66043155546754)",EB Yellowhead Trail @ Anthony Henday Dr,100,4/30/2020 0:00,71.7,0,0,161,330,128,0,619,53.573578,-113.660432
2020-08-31-2555-50,2555,"(53.44587675124998,-113.44122936750006)",EB Millwoods Rd S between Knottwood Rd E - 69 St,50,8/31/2020 0:00,23.2833,0,0,1,1,1,0,3,53.445877,-113.441229
2020-10-31-4286-30,4286,"(53.52426330825804,-113.43455840964617)",,30,10/31/2020 0:00,10.4333,0,0,0,1,0,0,1,53.524263,-113.434558
2020-09-30-2563-50,2563,"(53.47411068494114,-113.47638953694117)",39 Ave WB between 93 - 97 St,50,9/30/2020 0:00,8.3,0,1,0,0,0,0,1,53.474111,-113.47639
2020-07-31-7054-50,7054,"(53.42862231157897,-113.42045210315788)",4 Ave SW btwn 50 -52 St  WB,50,7/31/2020 0:00,19.7,0,0,0,1,0,0,1,53.428622,-113.420452
2021-03-31-2588-50,2588,"(53.48832243354844,-113.52785242064513)",WB 51 Ave between 114 - 116 St,50,3/31/2021 0:00,9.4167,0,1,0,0,0,0,1,53.488322,-113.527852
2020-12-31-4286-30,4286,"(53.52426330825804,-113.43455840964617)",,30,12/31/2020 0:00,6.25,0,0,0,1,0,0,1,53.524263,-113.434558
2020-07-31-2720-50,2720,"(53.551408568354375,-113.5130246898735)",EB 107 Ave between 113 - 110 St,50,7/31/2020 0:00,13.15,0,1,5,1,0,0,7,53.551409,-113.513025
2020-06-30-7082-100,7082,"(53.64716471160303,-113.489333528855)",Anthony Henday Dr WB at 97 St,100,6/30/2020 0:00,60.4333,0,0,107,177,52,0,337,53.647165,-113.489334
2021-03-31-2739-50,2739,"(53.593833107913504,-113.44285005827366)",NB 66 St between 132 - 134 Ave.,50,3/31/2021 0:00,32.25,0,8,20,4,1,0,33,53.593833,-113.44285
2021-01-31-4122-30,4122,"(53.59224182999998,-113.45567119999997)",EB 132 Ave W of 76 - 72 St,30,1/31/2021 0:00,5.9167,0,2,4,8,5,0,19,53.592242,-113.455671
2020-08-31-4146-30,4146,"(53.592121564999985,-113.51208440346146)",WB 132 Ave E of 109 - 113A St,30,8/31/2020 0:00,7.7833,0,34,72,31,19,0,156,53.592122,-113.512084
2020-10-31-2502-50,2502,"(53.51802820584063,-113.4628730192035)",82 Ave WB between 87 - 89 St,50,10/31/2020 0:00,51.7833,0,30,36,10,3,0,79,53.518028,-113.462873
2020-06-30-2504-50,2504,"(53.51798629299204,-113.48125394685023)",82 Ave EB between 98 - 97 St,50,6/30/2020 0:00,45.5667,0,12,35,4,1,0,52,53.517986,-113.481254
2020-04-30-7059-80,7059,"(53.55870355000001,-113.44088065000004)",NB Wayne Gretzky Dr. -  Capilano Bridge-Ada Blvd,80,4/30/2020 0:00,7.5667,0,0,0,2,0,0,2,53.558704,-113.440881
2020-10-31-4210-30,4210,"(53.490939779999984,-113.68196270999994)",NB Hemingway Rd Btwn Hardy Pt - S of Hodgins Rd,30,10/31/2020 0:00,7,0,1,3,0,0,0,4,53.49094,-113.681963
2021-02-28-2530-50,2530,"(53.60697809764699,-113.46181628176498)",144 Ave WB between 77 - 79 St,50,2/28/2021 0:00,12.8333,0,0,3,0,0,0,3,53.606978,-113.461816
2020-09-30-2782-50,2782,"(53.522955960122054,-113.53540619878056)",EB 87 Ave between 120 - 117 St,50,9/30/2020 0:00,22.1167,0,0,4,1,1,0,6,53.522956,-113.535406
2021-03-31-7063-50,7063,"(53.54528298000001,-113.54246556)",NB Groat Rd btwn Victoria Pk Rd-S of 107 Ave,50,3/31/2021 0:00,3.0833,0,2,0,0,0,0,2,53.545283,-113.542466
2020-08-31-7075-70,7075,"(53.58250725028377,-113.45958789156053)",WB Yellowhead Tr at 7710 Yellowhead Tr,70,8/31/2020 0:00,72.9167,0,0,135,173,73,0,381,53.582507,-113.459588
2021-01-31-4236-30,4236,"(53.575895540000005,-113.42457323999999)",NB 54 St Btwn 121 - 122 Ave,30,1/31/2021 0:00,7.1667,0,0,3,0,0,0,3,53.575896,-113.424573
2021-02-28-7131-100,7131,"(53.435730539999994,-113.39553673)",WB Anthony Henday Dr at 34 St,100,2/28/2021 0:00,8.25,0,0,0,3,1,0,4,53.435731,-113.395537
2021-03-31-2494-50,2494,"(53.5474302522143,-113.56574987457111)",142 St SB between 106 - 104 Ave,50,3/31/2021 0:00,40.65,0,6,16,3,0,0,25,53.54743,-113.56575
2020-12-31-4211-30,4211,"(53.49093977999999,-113.68196270999995)",SB Hemingway Rd S of 59 Ave - Hardy Pt,30,12/31/2020 0:00,6.4,0,1,4,2,0,0,7,53.49094,-113.681963
2020-06-30-2554-50,2554,"(53.44587673107145,-113.44122936357148)",Millwoods Rd S WB btwn 69 St - Knottwood Rd E,50,6/30/2020 0:00,11.8333,0,1,1,0,0,0,2,53.445877,-113.441229
2020-07-31-7075-70,7075,"(53.58250725028377,-113.45958789156053)",WB Yellowhead Tr at 7710 Yellowhead Tr,70,7/31/2020 0:00,69.9,0,0,135,173,73,0,381,53.582507,-113.459588
2020-07-31-2494-50,2494,"(53.5474302522143,-113.56574987457111)",142 St SB between 106 - 104 Ave,50,7/31/2020 0:00,49.05,0,6,16,3,0,0,25,53.54743,-113.56575
2020-08-31-4211-30,4211,"(53.49093977999999,-113.68196270999995)",SB Hemingway Rd S of 59 Ave - Hardy Pt,30,8/31/2020 0:00,9.8333,0,1,4,2,0,0,7,53.49094,-113.681963
2020-06-30-4055-30,4055,"(53.473593159298225,-113.50414548333326)",NB 106 St btwn 36A - 40 Ave,30,6/30/2020 0:00,12,0,5,24,13,4,0,46,53.473593,-113.504145
2020-09-30-4087-30,4087,"(53.472520312790714,-113.37911444372094)",WB 37A Ave btwn 23 - 28 St,30,9/30/2020 0:00,5.25,0,1,0,1,0,0,2,53.47252,-113.379114
2020-08-31-2589-50,2589,"(53.488196587108476,-113.52205573867472)",51 Ave EB between 114 - 112 St,50,8/31/2020 0:00,13.0167,0,0,1,0,0,0,1,53.488197,-113.522056
2020-08-31-2645-60,2645,"(53.53257774000003,-113.56556903)",SB 142 St between 96 - 95 Ave,60,8/31/2020 0:00,33.35,0,0,0,2,0,0,2,53.532578,-113.565569
2020-11-30-2467-50,2467,"(53.41293485,-113.46827507)",WB Savaryn Dr SW between 88 - 89 St SW,50,11/30/2020 0:00,5.05,0,0,0,0,0,0,0,53.412935,-113.468275
2021-03-31-2445-50,2445,"(53.5472536183822,-113.56574837661724)",142 St NB btwn 104A-105 Ave,50,3/31/2021 0:00,39.8,0,6,15,1,1,0,23,53.547254,-113.565748
2020-05-31-2589-50,2589,"(53.488196587108476,-113.52205573867472)",51 Ave EB between 114 - 112 St,50,5/31/2020 0:00,10.9667,0,0,1,0,0,0,1,53.488197,-113.522056
2020-05-31-2202-40,2202,"(53.53433719078943,-113.43694998157892)",NB Ottewell Rd between 95 - 96A Ave,40,5/31/2020 0:00,6,0,1,0,0,0,0,1,53.534337,-113.43695
2020-09-30-2452-50,2452,"(53.60684952555547,-113.46181692095229)",EB 144 Ave between 79-77 St,50,9/30/2020 0:00,26.85,0,1,2,0,1,0,4,53.60685,-113.461817
2021-02-28-4206-30,4206,"(53.58651348849897,-113.4069683706029)",,30,2/28/2021 0:00,2.3333,0,3,9,0,0,0,12,53.586513,-113.406968
2021-02-28-7166-70,7166,"(53.44594757,-113.46681048)",SB 91 St between 23 Ave - Anthony Henday Dr,70,2/28/2021 0:00,7.75,0,0,6,1,3,0,10,53.445948,-113.46681
2020-12-31-2637-30,2637,"(53.48899901085713,-113.52401157885703)",NB 114 St between 51 - 53 Ave,30,12/31/2020 0:00,16.6167,0,1,0,0,0,0,1,53.488999,-113.524012
2020-11-30-2463-60,2463,"(53.51941087,-113.58466322)",EB 87 Ave between 154 - 152 St,60,11/30/2020 0:00,8.5,0,0,0,1,0,0,1,53.519411,-113.584663
2020-07-31-7206-60,7206,"(53.54139738538992,-113.63189826773052)",WB Stony Plain Rd between 178 - 182 St,60,7/31/2020 0:00,98.1,0,0,490,78,35,0,603,53.541397,-113.631898
2020-11-30-4289-30,4289,"(53.44046389240432,-113.4280482113576)",,30,11/30/2020 0:00,3.6667,0,0,2,0,0,0,2,53.440464,-113.428048
2020-12-31-2507-50,2507,"(53.57036820440358,-113.43492295467877)",118 Ave WB between 60 - 62 St,50,12/31/2020 0:00,30.3833,0,8,7,1,0,0,16,53.570368,-113.434923
2021-01-31-7169-100,7169,"(53.64077780647487,-113.41655706266152)",EB Anthony Henday Dr between 66 St - Manning Dr,100,1/31/2021 0:00,48.5,0,0,64,107,38,0,209,53.640778,-113.416557
2020-04-30-2632-50,2632,"(53.549257740425624,-113.4319918191491)",106 Ave EB between Fulton Dr - 65 St,50,4/30/2020 0:00,58.5667,0,0,3,1,2,0,6,53.549258,-113.431992
2020-06-30-7167-70,7167,"(53.44580753275862,-113.46635881758624)",NB 91 St between Anthony Henday Dr - 23 Ave,70,6/30/2020 0:00,22.7167,0,0,195,54,28,0,278,53.445808,-113.466359
2020-07-31-4193-30,4193,"(53.47627937714283,-113.53523613785711)",EB 40 Ave Btwn 119 - 115 A St,30,7/31/2020 0:00,2,0,2,6,4,0,0,12,53.476279,-113.535236
2020-07-31-2502-50,2502,"(53.51802820584063,-113.4628730192035)",82 Ave WB between 87 - 89 St,50,7/31/2020 0:00,30.9167,0,30,36,10,3,0,79,53.518028,-113.462873
2020-08-31-7013-100,7013,"(53.59113858171447,-113.64613656114284)",AHD EB @ Ray Gibbon Dr,100,8/31/2020 0:00,52.5833,0,0,183,322,150,0,656,53.591139,-113.646137
2020-11-30-7167-70,7167,"(53.44580753275862,-113.46635881758624)",NB 91 St between Anthony Henday Dr - 23 Ave,70,11/30/2020 0:00,35.95,0,0,195,54,28,0,278,53.445808,-113.466359
2020-07-31-2577-50,2577,"(53.606029457837806,-113.48377014216223)",EB 144 Ave between 94 - 92 St,50,7/31/2020 0:00,26.9667,0,1,0,0,0,0,1,53.606029,-113.48377
2020-08-31-2726-60,2726,"(53.55894094312496,-113.5185628372917)",WB 111 Ave between 113 - 116 St,60,8/31/2020 0:00,18,0,0,1,1,0,0,2,53.558941,-113.518563
2021-03-31-4006-30,4006,"(53.45939070200002,-113.57597091599999)",NB Leger Way btwn Leger Road - Lawrence Court,30,3/31/2021 0:00,1.6333,0,1,0,0,0,0,1,53.459391,-113.575971
2020-07-31-4138-30,4138,"(53.63192000000001,-113.42392006999995)",EB McConachie Dr Btwn McConachie Way - 58 St,30,7/31/2020 0:00,9.9667,0,6,9,3,1,0,19,53.63192,-113.42392
2020-10-31-7016-80,7016,"(53.482608719999945,-113.3627453900002)",WB Whitemud Dr east of 17 Street,80,10/31/2020 0:00,89.05,0,0,228,264,103,0,595,53.482609,-113.362745
2020-04-30-2692-60,2692,"(53.52518787,-113.43834453999999)",EB 90 Ave between 73 - 71 St,60,4/30/2020 0:00,4,0,0,1,2,0,0,3,53.525188,-113.438345
2021-03-31-7169-100,7169,"(53.64077780647487,-113.41655706266152)",EB Anthony Henday Dr between 66 St - Manning Dr,100,3/31/2021 0:00,44,0,0,64,107,38,0,209,53.640778,-113.416557
2020-11-30-2616-50,2616,"(53.59075057368833,-113.51654974778656)",113A St SB between 132 - 130 Ave,50,11/30/2020 0:00,35.2,0,2,7,0,0,0,9,53.590751,-113.51655
2020-07-31-2765-50,2765,"(53.531584085818075,-113.59980953745436)",EB 95 Ave between 163 - 160 St,50,7/31/2020 0:00,22.25,0,0,10,5,0,0,15,53.531584,-113.59981
2020-12-31-4214-30,4214,"(53.507890364433415,-113.58788156206104)",,30,12/31/2020 0:00,1.5,0,5,9,2,0,0,16,53.50789,-113.587882
2021-02-28-2737-50,2737,"(53.54933555999997,-113.43199212512813)",WB 106 Ave between 65 - 67 St,50,2/28/2021 0:00,20.3333,0,7,15,3,1,0,26,53.549336,-113.431992
2020-08-31-7117-60,7117,"(53.55689726999992,-113.61519066999989)",NB 170 St between 109 - 110 Ave,60,8/31/2020 0:00,67.3,0,0,142,29,13,0,186,53.556897,-113.615191
2020-05-31-7075-70,7075,"(53.58250725028377,-113.45958789156053)",WB Yellowhead Tr at 7710 Yellowhead Tr,70,5/31/2020 0:00,92.8,0,0,135,173,73,0,381,53.582507,-113.459588
2020-04-30-2504-50,2504,"(53.51798629299204,-113.48125394685023)",82 Ave EB between 98 - 97 St,50,4/30/2020 0:00,45.25,0,12,35,4,1,0,52,53.517986,-113.481254
2020-09-30-2543-50,2543,"(53.518026725602965,-113.4643960843265)",82 Ave EB between 91 - 87 St,50,9/30/2020 0:00,23.9,0,79,145,27,4,0,256,53.518027,-113.464396
2020-08-31-2765-50,2765,"(53.531584085818075,-113.59980953745436)",EB 95 Ave between 163 - 160 St,50,8/31/2020 0:00,27.5833,0,0,10,5,0,0,15,53.531584,-113.59981
2021-03-31-2704-50,2704,"(53.54119244799987,-113.43382715371385)",EB 101 Ave between 70 - 67 St,50,3/31/2021 0:00,26.6333,0,0,18,1,0,0,19,53.541192,-113.433827
2020-07-31-4173-30,4173,"(53.594037690000015,-113.47973421000005)",SB 90 St Btwn 135 - 132 Ave,30,7/31/2020 0:00,4.4167,0,19,14,6,2,0,41,53.594038,-113.479734
